"Arriaga" "Assis_1" "Assis_2" "Campos" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4"
"me" 0.561756227363442 0.442931993734133 0.302510015534298 1.15681546966708 0.84479584100509 0.720668780628423 1.19588782432338 0.208446619539605 0.128314798973482 0.302085363476905 0.314879906268307 0.60122431132488 1.1748844375963 0.840243835465978 0.577124868835257 1.32542037586548 1.4602861371485 1.1348072784191 1.31695331695332
"como" 0.606105403207924 0.588775455085615 0.654075709263347 0.750103504542023 0.444059352323189 0.393965600076871 0.804252045597594 1.09661047670836 0.863986313088109 0.652894172675892 1.01054481546573 0.890905115872322 0.507190549563431 0.604096875171618 0.397241792834657 0.751730959446093 0.680809077454366 0.743494423791822 0.805896805896806
"no" 0.680020696282061 0.550964187327824 0.71130733382389 0.638075059058474 1.13722517058378 1.19150571730566 0.433596755017833 0.951604132680805 0.513259195893926 0.487234457220815 0.695664909197422 0.721469173589856 0.667693888032871 0.516228238783019 0.704542047669015 0.731948565776459 0.720276270350271 0.596752103306594 0.766584766584767
"eu" 0.613496932515337 0.523956138929401 0.17987082004742 0.944935583643847 0.238275750027077 0.134524839050639 1.17490733617735 0.244698205546493 0.29940119760479 0.302085363476905 0.527240773286467 0.579361609094884 1.19414483821263 0.66450656268878 0.667066406835557 1.02868447082097 0.848544647261964 0.811974173351595 0.825552825552825
"na" 0.569147756670855 0.318694971101388 0.572316245605429 0.6088502471932 0.736488681901874 0.912847122129336 0.412616266871809 0.806597788653254 0.530367835757057 0.623660105242643 0.637082601054482 0.475513773502405 0.513610683102208 0.653522983140205 0.809473842002698 0.731948565776459 0.601874691662555 0.586969281940912 0.619164619164619
"ao" 0.672629166974647 0.648193161562146 0.813506663396288 0.50412800467597 0.227445034116755 0.413183434226963 0.538499195747954 0.634402755120537 0.898203592814371 0.487234457220815 0.651728178090217 0.508307826847398 0.603492552645095 0.713932670657367 0.569629740668565 0.415430267062315 0.48347311297484 0.352181569164547 0.432432432432432
"uma" 0.229137408529825 0.545562577648139 0.363829613277737 0.652687464991111 0.671504386439944 0.643797444028058 0.39862927477446 0.570962479608483 0.778443113772455 0.711362307542389 0.530902167545401 0.562964582422387 0.558551617873652 0.774342358174529 0.292309998500974 0.593471810089021 0.513073507646769 0.655449031500685 0.737100737100737
"d" 1.30830068741223 0.167449900070221 0.0981113563895021 0.0024354009887728 0 0 0.349674802433737 1.54069240529273 1.12061591103507 0.896511401286299 1.03617457527827 1.05487538259729 0.75115562403698 0.719424460431655 0.284814870334283 0.039564787339268 0 0.0489141068284093 0.0294840294840295
"com" 0.480449404981891 0.275482093663912 0.404709345106696 0.713572489710431 0.368244340950937 0.201787258575959 0.188824393314218 0.398767446075766 0.513259195893926 0.711362307542389 0.41373755125952 0.344337560122431 0.61633281972265 0.593113295623044 0.284814870334283 0.395647873392681 0.3749383325111 0.518489532381139 0.57002457002457
"meu" 0.347401877448444 0.232269216226435 0.11037527593819 0.482209395777015 0.357413625040615 0.249831843951187 0.874187006084342 0.335327170563712 0.171086398631309 0.126680958877412 0.150117164616286 0.344337560122431 0.654853620955316 0.642539403591631 0.891920251836306 0.692383778437191 0.809077454366058 0.616317746037957 0.874692874692875
"por" 0.768719047971025 0.334899800140442 0.22075055187638 0.772022113440978 0.205783602296112 0.317094263476506 0.38464228267711 0.199383723037883 0.367835757057314 0.399532254921068 0.292911540714704 0.338871884564932 0.507190549563431 0.444834971717283 0.247339229500824 0.494559841740851 0.384805130735076 0.655449031500685 0.402948402948403
"mais" 0.317835760218789 0.351104629179495 0.519172594227782 0.372616351282239 0.509043647785119 0.432401268377054 0.482551227358557 0.453144825086097 0.290846877673225 0.331319430910154 0.457674282366725 0.69960647135986 0.552131484334874 0.565654346751606 0.337280767501124 0.336300692383778 0.246669955599408 0.303267462336138 0.343980343980344
"dos" 0.561756227363442 0.388915896937287 0.445589076935655 0.516305009619834 0.227445034116755 0.393965600076871 0.356668298482411 0.32626427406199 0.248075278015398 0.34106412005457 0.80916813122437 0.60122431132488 0.423728813559322 0.362458125102971 0.254834357667516 0.168150346191889 0.167735569807597 0.195656427313637 0.196560196560197
"para" 0.221745879222411 0.183654729109275 0.183958793230316 0.832907138160298 0.758150113722517 0.230614009801095 0.25176585775229 0.244698205546493 0.513259195893926 0.60417072695381 0.248974809607499 0.174901617839965 0.365947611710324 0.477785710363007 0.277319742167591 0.435212660731949 0.276270350271337 0.42066131872432 0.520884520884521
"mas" 0.14043905684086 0.286285313023281 0.327037854631674 0.404276564136285 0.888118704646377 0.586143941577784 0.167843905168194 0.679717237629146 0.18819503849444 0.194893782888326 0.263620386643234 0.306077831219939 0.481510015408321 0.532703608105882 0.284814870334283 0.524233432245302 0.582141095214603 0.410878497358638 0.648648648648649
"das" 0.450883287752236 0.248474045265489 0.298422042351402 0.472467791821923 0.25993718184772 0.182569424425867 0.174837401216868 0.226572412543049 0.28229255774166 0.253361917754824 0.600468658465144 0.573895933537385 0.276065742167437 0.362458125102971 0.367261280167891 0.138476755687438 0.0888011840157869 0.283701819604774 0.167076167076167
"te" 0.391751053292926 0.432128774374764 0.286158122802714 0.187525876135506 0.38990577277158 0.701450946478332 0.622421148332051 0.262823998549937 0.265183917878529 0.175404404599493 0.380785002929115 0.327940533449934 0.622752953261428 0.302048437585809 0.254834357667516 0.187932739861523 0.167735569807597 0.459792604187048 0.255528255528256
"sem" 0.25870352575948 0.140441851671798 0.130815141852669 0.367745549304693 0.530705079605762 0.4420101854521 0.209804881460242 0.435019032082654 0.256629597946963 0.380042876632235 0.311218512009373 0.306077831219939 0.276065742167437 0.280081278488659 0.202368460500675 0.731948565776459 0.582141095214603 0.528272353746821 0.697788697788698
"á" 0.694803754896888 0.518554529249716 0.576404218788325 0.036531014831592 0 0.0288267512251369 0 0.444081928584376 0.48759623609923 0.380042876632235 0.582161687170475 0.404459991254919 0.558551617873652 0.604096875171618 0.427222305501424 0 0.00986679822397632 0 0
"ó" 0.0073915293074137 0.162048290390536 0.0572316245605429 0.297118920630282 0.0433228636412867 0.0672624195253195 0.286733337995664 0 0.29940119760479 0.253361917754824 0.633421206795548 0.606689986882379 0.654853620955316 1.04344005711461 0.442212561834807 0.0989119683481701 0.0690675875678342 0.117393856388182 0.058968058968059
"minha" 0.273486584374307 0.23767082590612 0.0899354100237102 0.452984583911741 0.249106465937398 0.163351590275776 0.573466675991328 0.199383723037883 0.0684345594525235 0.116936269732996 0.109841827768014 0.191298644512462 0.507190549563431 0.356966335328684 0.54714435616849 0.425321463897132 0.335471139615195 0.547837996478184 0.55036855036855
"tudo" 0.155222115455688 0.194457948468644 0.134903115035565 0.66973527191252 0.162460738654825 0.4420101854521 0.216798377508917 0.244698205546493 0.153977758768178 0.204638472032742 0.194053895723491 0.120244862264976 0.179763739085773 0.164753693228623 0.217358716834058 0.504451038575668 0.522940305870745 0.440226961455684 0.412776412776413
"vida" 0.480449404981891 0.345703019499811 0.298422042351402 0.460290786878059 0.205783602296112 0.192178341500913 0.38464228267711 0.271886895051659 0.0855431993156544 0.0877022022997466 0.102519039250146 0.158504591167468 0.199024139702106 0.148278323905761 0.374756408334583 0.484668644906034 0.444005920078934 0.42066131872432 0.275184275184275
"alma" 0.532190110133787 0.448333603413817 0.204398659144796 0.301989722607827 0.0108307159103217 0.0288267512251369 0.447583747115183 0.299075584556824 0.239520958083832 0.0779575131553304 0.157439953134153 0.191298644512462 0.147663071391885 0.19221264210006 0.262329485834208 0.4648862512364 0.641341884558461 0.469575425552729 0.530712530712531
"quem" 0.155222115455688 0.145843461351483 0.159430954132941 0.26058790579869 0.0541535795516084 0.0384356683001826 0.39862927477446 0.244698205546493 0.307955517536356 0.107191580588579 0.227006444053896 0.311543506777438 0.29532614278377 0.170245483002911 0.269824614000899 0.682492581602374 0.542673902318698 0.655449031500685 0.638820638820639
"ou" 0.155222115455688 0.151245071031167 0.339301774180361 0.343391539416965 0.25993718184772 0.259440761026232 0.0909154486327715 0.398767446075766 0.265183917878529 0.272851296043656 0.241652021089631 0.185832968954963 0.13482280431433 0.049426107968587 0.0974366661669915 0.593471810089021 0.582141095214603 0.440226961455684 0.540540540540541
"nos" 0.384359523985513 0.23767082590612 0.228926498242172 0.209444485034461 0.346582909130293 0.259440761026232 0.314707322190363 0.217509516041327 0.248075278015398 0.311830052621321 0.369800820152314 0.360734586794928 0.16050333846944 0.197704431874348 0.397241792834657 0.187932739861523 0.226936359151455 0.15652514185091 0.196560196560197
"mim" 0.170005174070515 0.102630583914006 0.0245278390973755 0.506563405664743 0.173291454565147 0.240222926876141 0.440590251066508 0.117817654522385 0.0342172797262618 0.00974468914441629 0.0988576449912126 0.174901617839965 0.250385208012327 0.131802954582899 0.382251536501274 0.445103857566766 0.522940305870745 0.479358246918411 0.530712530712531
"ser" 0.118264468918619 0.140441851671798 0.0694955441092306 0.465161588855605 0.0541535795516084 0.0864802536754108 0.342681306385062 0.0815660685154976 0.0513259195893926 0.0779575131553304 0.175746924428823 0.114779186707477 0.109142270159219 0.104344005711461 0.0824464098336082 0.791295746785361 0.769610261470153 0.547837996478184 0.756756756756757
"só" 0.103481410303792 0.151245071031167 0.151255007767149 0.3044251235966 0.173291454565147 0.144133756125685 0.230785369606266 0.3715787565706 0.111206159110351 0.126680958877412 0.194053895723491 0.196764320069961 0.346687211093991 0.137294744357186 0.142407435167141 0.593471810089021 0.513073507646769 0.547837996478184 0.501228501228501
"nem" 0.0591322344593096 0.264678874304543 0.286158122802714 0.277635712720099 0.335752193219972 0.230614009801095 0.139869920973495 0.299075584556824 0.128314798973482 0.155915026310661 0.172085530169889 0.224092697857455 0.173343605546995 0.0659014772914493 0.104931794333683 0.514342235410485 0.503206709422792 0.469575425552729 0.471744471744472
"amor" 0.413925641215167 0.788635013233944 0.2003106859619 0.06088502471932 0.173291454565147 0.22100509272605 0.748304077208196 0.299075584556824 0.0684345594525235 0.0974468914441629 0.164762741652021 0.224092697857455 0.13482280431433 0.104344005711461 0.149902563333833 0.128585558852621 0.18746916625555 0.117393856388182 0.255528255528256
"já" 0.073915293074137 0.280883703343596 0.212574605510588 0.126640851416186 0.32492147730965 0.288267512251369 0.202811385411567 0.145006344027551 0.171086398631309 0.214383161177158 0.219683655536028 0.213161346742457 0.365947611710324 0.252622329617222 0.307300254834358 0.346191889218595 0.315737543167242 0.31305028370182 0.275184275184275
"quando" 0.34001034814103 0.286285313023281 0.2003106859619 0.18265507415796 0.0433228636412867 0.0384356683001826 0.216798377508917 0.181257930034439 0.145423438836612 0.146170337166244 0.227006444053896 0.284215128989943 0.340267077555213 0.400900653522983 0.164892819667216 0.247279920870425 0.335471139615195 0.195656427313637 0.245700245700246
"teu" 0.502623992904132 0.410522335656025 0.138991088218461 0.0584496237305472 0.303260045489007 0.259440761026232 0.38464228267711 0.199383723037883 0.128314798973482 0.107191580588579 0.28925014645577 0.333406209007433 0.199024139702106 0.0988522159371739 0.404736921001349 0.128585558852621 0.217069560927479 0.185873605947955 0.216216216216216
"onde" 0.391751053292926 0.11883541295306 0.151255007767149 0.238669296899735 0.238275750027077 0.182569424425867 0.237778865654941 0.28094979155338 0.153977758768178 0.155915026310661 0.120826010544815 0.125710537822475 0.154083204930663 0.291064858037234 0.217358716834058 0.435212660731949 0.345337937839171 0.332615926433183 0.491400491400491
"lhe" 0.170005174070515 0.41592394533571 0.972937617529229 0.0438372177979104 0.140799306834182 0.0288267512251369 0.0559479683893979 0.199383723037883 0.265183917878529 0.321574741765738 0.186731107205624 0.180367293397464 0.192604006163328 0.225163380745785 0.217358716834058 0.0593471810089021 0.0888011840157869 0.0489141068284093 0.0294840294840295
"olhos" 0.118264468918619 0.334899800140442 0.474204889215927 0.116899247461094 0.422397920502545 0.15374267320073 0.39862927477446 0.435019032082654 0.0684345594525235 0.0194893782888326 0.0915348564733451 0.240489724529952 0.205444273240883 0.313032017134384 0.337280767501124 0.0692383778437191 0.0986679822397632 0.136959499119546 0.0884520884520884
"n" 0.413925641215167 0.23767082590612 0.0858474368408143 0 0 0 0.0279739841946989 0.0815660685154976 0.521813515825492 0.594426037809394 0.41373755125952 0.530170529077394 0.359527478171546 0.47229392058872 0.262329485834208 0.029673590504451 0.00986679822397632 0.00978282136568186 0
"noite" 0.177396703377929 0.226867606546751 0.196222712779004 0.172913470202869 0.314090761399329 0.249831843951187 0.356668298482411 0.217509516041327 0.222412318220701 0.175404404599493 0.0146455770357352 0.0327940533449934 0.179763739085773 0.23614696029436 0.562134612501874 0.346191889218595 0.29600394671929 0.31305028370182 0.304668304668305
"sol" 0.473057875674477 0.183654729109275 0.183958793230316 0.107157643506003 0.0974764431928951 0.0672624195253195 0.39862927477446 0.262823998549937 0.136869118905047 0.0584681348664978 0.194053895723491 0.262352426759948 0.179763739085773 0.318523806908672 0.322290511167741 0.187932739861523 0.118401578687716 0.283701819604774 0.186732186732187
"tu" 0.229137408529825 0.394317506616972 0.224838525059276 0.126640851416186 0.0974764431928951 0.0864802536754108 0.272746345898315 0.172195033532717 0.230966638152267 0.0877022022997466 0.351493848857645 0.240489724529952 0.353107344632768 0.175737272777198 0.284814870334283 0.0890207715133531 0.0592007893438579 0.0586969281940912 0.108108108108108
"seu" 0.177396703377929 0.0432128774374764 0.171694873681629 0.0657558266968656 0.249106465937398 0.0960891707504564 0.0629414644380726 0.407830342577488 0.230966638152267 0.224127850321575 0.446690099589924 0.317009182334937 0.199024139702106 0.23614696029436 0.412232049168041 0.247279920870425 0.148001973359645 0.0978282136568186 0.117936117936118
"luz" 0.724369872126543 0.194457948468644 0.134903115035565 0.0657558266968656 0.0108307159103217 0.0672624195253195 0.230785369606266 0.389704549574044 0.248075278015398 0.18514909374391 0.161101347393087 0.295146480104941 0.115562403697997 0.126311164808611 0.629590766002099 0.148367952522255 0.0690675875678342 0.1076110350225 0.0884520884520884
"deus" 0.716978342819129 0.102630583914006 0.0899354100237102 0.175348871191642 0.0541535795516084 0.0192178341500913 0.209804881460242 0.126880551024107 0.658682634730539 0.350808809198987 0.10618043350908 0.14757324005247 0.250385208012327 0.197704431874348 0.254834357667516 0.0791295746785361 0.118401578687716 0.0880453922911368 0.157248157248157
"mundo" 0.583930815285683 0.0270080483984227 0.0286158122802714 0.175348871191642 0.292429329578685 0.269049678101278 0.279739841946989 0.126880551024107 0.162532078699743 0.107191580588579 0.234329232571763 0.14757324005247 0.224704673857216 0.148278323905761 0.269824614000899 0.217606330365974 0.236803157375432 0.225004891410683 0.206388206388206
"dia" 0.214354349914997 0.172851509749905 0.171694873681629 0.143688658337595 0.162460738654825 0.124915921975593 0.195817889362893 0.154069240529273 0.162532078699743 0.136425648021828 0.128148799062683 0.213161346742457 0.250385208012327 0.219671590971498 0.172387947833908 0.207715133531157 0.414405525407005 0.234787712776365 0.196560196560197
"sou" 0.0443491758444822 0.0864257548749527 0.0245278390973755 0.272764910742554 0.0974764431928951 0.163351590275776 0.419609762920484 0.0181257930034439 0.0342172797262618 0.0389787565776652 0.150117164616286 0.060122431132488 0.141242937853107 0.0384425284200121 0.367261280167891 0.504451038575668 0.48347311297484 0.342398747798865 0.442260442260442
"entre" 0.14043905684086 0.199859558148328 0.228926498242172 0.10472224251723 0.162460738654825 0.124915921975593 0.0559479683893979 0.172195033532717 0.0940975192472198 0.272851296043656 0.197715289982425 0.262352426759948 0.154083204930663 0.19221264210006 0.112426922500375 0.29673590504451 0.286137148495313 0.26413617687341 0.226044226044226
"tão" 0.177396703377929 0.129638632312429 0.147167034584253 0.155865663281459 0.249106465937398 0.192178341500913 0.237778865654941 0.28094979155338 0.136869118905047 0.0974468914441629 0.0695664909197422 0.0929164844774814 0.571391884951207 0.23614696029436 0.0899415380002998 0.039564787339268 0.207202762703503 0.26413617687341 0.117936117936118
"nada" 0.0221745879222411 0.0918273645546373 0.0817594636579184 0.267894108765008 0.12996859092386 0.0960891707504564 0.167843905168194 0.0996918615189415 0.0342172797262618 0.0974468914441629 0.0878734622144113 0.0983821600349803 0.115562403697997 0.0988522159371739 0.0374756408334583 0.474777448071217 0.700542673902319 0.518489532381139 0.432432432432432
"meus" 0.110872939611206 0.221465996867066 0.0817594636579184 0.192396678113051 0.368244340950937 0.105698087825502 0.524512203650605 0.244698205546493 0.00855431993156544 0.0487234457220815 0.054920913884007 0.174901617839965 0.269645608628659 0.164753693228623 0.299805126667666 0.128585558852621 0.0986679822397632 0.0978282136568186 0.157248157248157
"são" 0.0665237637667233 0.0972289742343218 0.0817594636579184 0.214315287012007 0.444059352323189 0.278658595176324 0.258759353800965 0.0634402755120537 0.102651839178785 0.126680958877412 0.073227885178676 0.153038915609969 0.29532614278377 0.197704431874348 0.142407435167141 0.158259149357072 0.325604341391219 0.225004891410683 0.196560196560197
"sei" 0.125655998226033 0.113433803273375 0.0204398659144796 0.214315287012007 0.140799306834182 0.0864802536754108 0.26575284984964 0.0634402755120537 0.0342172797262618 0.0292340674332489 0.0659050966608084 0.131176213379974 0.13482280431433 0.126311164808611 0.0974366661669915 0.375865479723047 0.611741489886532 0.450009782821366 0.58968058968059
"nas" 0.147830586148274 0.156646680710852 0.216662578693484 0.126640851416186 0.140799306834182 0.172960507350822 0.153856913070844 0.172195033532717 0.171086398631309 0.126680958877412 0.300234329232572 0.409925666812418 0.109142270159219 0.131802954582899 0.127417178833758 0.0890207715133531 0.0493339911198816 0.068479749559773 0.0884520884520884
"aos" 0.273486584374307 0.194457948468644 0.216662578693484 0.124205450427413 0.0866457272825734 0.0576535024502739 0.11888943282747 0.154069240529273 0.256629597946963 0.146170337166244 0.216022261277094 0.240489724529952 0.173343605546995 0.285573068262947 0.112426922500375 0.0494559841740851 0.0888011840157869 0.0880453922911368 0.0491400491400491
"coração" 0.14043905684086 0.275482093663912 0.155342980950045 0.158301064270232 0.0108307159103217 0.0576535024502739 0.13287642492482 0.262823998549937 0.0513259195893926 0.0682128240109141 0.0659050966608084 0.125710537822475 0.179763739085773 0.137294744357186 0.187378204167291 0.375865479723047 0.315737543167242 0.244570534142047 0.245700245700246
"era" 0.0221745879222411 0.17825311942959 0.286158122802714 0.155865663281459 0.173291454565147 0.144133756125685 0.0769284565354221 0.117817654522385 0.136869118905047 0.155915026310661 0.054920913884007 0.218627022299956 0.205444273240883 0.21417980119721 0.127417178833758 0.158259149357072 0.138135175135668 0.146742320485228 0.216216216216216
"assim" 0.103481410303792 0.124237022632745 0.11037527593819 0.102286841528458 0.0758150113722517 0.0672624195253195 0.286733337995664 0.0271886895051659 0.076988879384089 0.136425648021828 0.161101347393087 0.153038915609969 0.333846944016436 0.25811411939151 0.149902563333833 0.0989119683481701 0.18746916625555 0.15652514185091 0.245700245700246
"terra" 0.480449404981891 0.189056338788959 0.228926498242172 0.0560142227417744 0.0974764431928951 0.0960891707504564 0.174837401216868 0.145006344027551 0.0940975192472198 0.126680958877412 0.128148799062683 0.142107564494972 0.166923472008218 0.142786534131473 0.269824614000899 0.0890207715133531 0.148001973359645 0.0391312854627274 0.0196560196560197
"há" 0 0 0.0163518927315837 0.328779133484328 0.357413625040615 0.403574517151917 0.223791873557591 0.00906289650172195 0 0 0 0 0 0 0 0.4648862512364 0.56240749876665 0.440226961455684 0.432432432432432
"sobre" 0.177396703377929 0.0864257548749527 0.167606900498733 0.168042668225323 0.140799306834182 0.0672624195253195 0.153856913070844 0.154069240529273 0.136869118905047 0.0974468914441629 0.223345049794962 0.169435942282466 0.0834617360041089 0.0988522159371739 0.247339229500824 0.118694362017804 0.128268376911692 0.146742320485228 0.0884520884520884
"sempre" 0.103481410303792 0.0486144871171609 0.0245278390973755 0.233798494922189 0.12996859092386 0.144133756125685 0.258759353800965 0.172195033532717 0.0342172797262618 0.155915026310661 0.146455770357352 0.169435942282466 0.173343605546995 0.120819375034324 0.112426922500375 0.237388724035608 0.10853478046374 0.127176677753864 0.147420147420147
"mar" 0.221745879222411 0.145843461351483 0.0776714904750225 0.124205450427413 0.0974764431928951 0.0960891707504564 0.139869920973495 0.126880551024107 0.0513259195893926 0.0584681348664978 0.0988576449912126 0.20222999562746 0.436569080636877 0.252622329617222 0.0374756408334583 0.0890207715133531 0.226936359151455 0.0782625709254549 0.0786240786240786
"bem" 0.243920467144652 0.113433803273375 0.0858474368408143 0.0876744355958208 0.0433228636412867 0.115307004900548 0.188824393314218 0.0271886895051659 0.128314798973482 0.155915026310661 0.128148799062683 0.235024048972453 0.186183872624551 0.131802954582899 0.104931794333683 0.207715133531157 0.197335964479526 0.136959499119546 0.255528255528256
"tua" 0.229137408529825 0.221465996867066 0.0776714904750225 0.0633204257080928 0.238275750027077 0.163351590275776 0.26575284984964 0.108754758020663 0.076988879384089 0.0389787565776652 0.0951962507322789 0.0874508089199825 0.192604006163328 0.104344005711461 0.509668715335032 0.138476755687438 0.0789343857918106 0.0391312854627274 0.0982800982800983
"todos" 0.14043905684086 0.0270080483984227 0.0572316245605429 0.484644796765787 0.151630022744503 0.201787258575959 0.0769284565354221 0.0543773790103317 0.0342172797262618 0.107191580588579 0.0951962507322789 0.0710537822474858 0.0706214689265537 0.0659014772914493 0 0.0791295746785361 0.029600394671929 0.117393856388182 0.137592137592138
"tem" 0.103481410303792 0.11883541295306 0.049055678194751 0.112028445483549 0.0866457272825734 0.0288267512251369 0.125882928876145 0.0815660685154976 0.111206159110351 0.155915026310661 0.128148799062683 0.196764320069961 0.192604006163328 0.175737272777198 0.0524658971668416 0.276953511374876 0.226936359151455 0.215222070045001 0.186732186732187
"morte" 0.0665237637667233 0.140441851671798 0.22075055187638 0.0779328316407296 0.281598613668363 0.105698087825502 0.0349674802433737 0.190320826536161 0.0940975192472198 0.0389787565776652 0.124487404803749 0.060122431132488 0.0577812018489985 0.0549178977428744 0.644581022335482 0.108803165182987 0.0789343857918106 0.0293484640970456 0.0884520884520884
"ha" 0.243920467144652 0.0918273645546373 0.17987082004742 0 0 0 0 0.154069240529273 0.28229255774166 0.292340674332489 0.150117164616286 0.267818102317446 0.314586543400103 0.285573068262947 0.0599610253335332 0.00989119683481701 0 0 0
"foi" 0.0665237637667233 0.156646680710852 0.138991088218461 0.0925452375733665 0.0866457272825734 0.0768713366003651 0.13287642492482 0.0543773790103317 0.128314798973482 0.165659715455077 0.113503222026948 0.0929164844774814 0.102722136620442 0.153770113680048 0.0899415380002998 0.138476755687438 0.246669955599408 0.225004891410683 0.157248157248157
"esta" 0.192179761992756 0.0972289742343218 0.151255007767149 0.12177004943864 0.06498429546193 0.0864802536754108 0.153856913070844 0.0453144825086098 0.0940975192472198 0.155915026310661 0.102519039250146 0.0819851333624836 0.121982537236775 0.21417980119721 0.157397691500525 0.0692383778437191 0.10853478046374 0.166307963216592 0.0687960687960688
"toda" 0.0960898809963781 0.05941770647653 0.114463249121086 0.168042668225323 0.06498429546193 0.0864802536754108 0.188824393314218 0.145006344027551 0.111206159110351 0.0779575131553304 0.109841827768014 0.109313511149978 0.154083204930663 0.115327585260036 0.0974366661669915 0.0593471810089021 0.138135175135668 0.0978282136568186 0.0982800982800983
